,degree,betweenness,eigenvector
Chad Day,134,0.0,0.015025852142829671
Yulia Tymoshenko,171,1.5252062889851261e-05,0.01697475557170472
Kurt Bardella,134,0.0,0.015025852142829671
Stephen Bannon,134,0.0,0.015025852142829671
Ben Shapiro,157,6.711253079090896e-06,0.01664458837305611
Pam Pryor,134,0.0,0.015025852142829671
Nicholas Confessore,134,0.0,0.015025852142829671
Allen B. West,134,0.0,0.015025852142829671
William F. Buckley Jr.,134,0.0,0.015025852142829671
Amy Chozick,301,7.583773813840986e-05,0.027249271635447755
Lisa Rein,134,0.0,0.015025852142829671
Wired Magazine,134,0.0,0.015025852142829671
Scott Dadich,134,0.0,0.015025852142829671
Baraka,134,0.0,0.015025852142829671
Alexis Levinson,134,0.0,0.015025852142829671
Bayh,136,0.0,0.015078719292458347
Todd Young,134,0.0,0.015025852142829671
McCaul,149,1.5315864378413807e-05,0.016143662987212922
Ashley Cusick,134,0.0,0.015025852142829671
Jerry Savage,134,0.0,0.015025852142829671
Jennifer Hassan,134,0.0,0.015025852142829671
Max Bearak,134,0.0,0.015025852142829671
Dana,134,0.0,0.015025852142829671
Larry Wilmore,152,8.046630391169132e-05,0.015678737236879996
Comedy Central,134,0.0,0.015025852142829671
Martha,310,7.000182259933836e-05,0.030299755970475722
Antonio Olivo,346,5.938207593246281e-05,0.03514129901236877
Stephen Colbert's,139,4.101296608591262e-06,0.015585505007312888
Kahlida Lloyd,19,0.0,0.004043730949545555
Lloyd,21,0.0,0.0040579539843993715
Lauren Brown,19,0.0,0.004043730949545555
Berkley,19,0.0,0.004043730949545555
Symone D. Sanders,19,0.0,0.004043730949545555
Mary-Pat Hector,19,0.0,0.004043730949545555
DeRay Mckesson,44,8.619060387446889e-05,0.004647716105865717
Mckesson,19,0.0,0.004043730949545555
Maya Harris,20,3.83936467751927e-08,0.0040645309479285735
bush,23,3.5820348178262956e-06,0.004041569560213481
Connie Mack,15,0.0,0.0028340605225133358
Medicare Part D,6,0.0,0.0020083253658878955
William F. Buckley,56,9.271829679894618e-06,0.004267869979582154
Ronen Bergman,12,0.0,0.0012265500553350014
Yuval Steinitz,14,4.251046230225527e-06,0.0012310697726229246
Bergman,12,0.0,0.0012265500553350014
Steinitz,16,4.251046230225527e-06,0.0012354003800197542
Hasan Rouhani,12,0.0,0.0012265500553350014
David Horovitz,12,0.0,0.0012265500553350014
Horovitz,12,0.0,0.0012265500553350014
Larry Kudlow,36,1.0733449784989846e-05,0.006573489447253551
Stephen Moore,42,7.37265789639479e-05,0.0048668335044012535
Cedric Ford,6,0.0,0.00015111441718369424
Franklin Zimring,10,2.6822928208266915e-07,0.00015242514177071884
Gordon Hawkins,10,2.6822928208266915e-07,0.00015242514177071884
Pedro da Costa,2,0.0,2.688405119788746e-05
Michelle Alexander,17,2.119788184103114e-06,0.0031231664346854874
Ira Katznelson,9,0.0,0.0013954723441433631
Ian Haney-López,9,0.0,0.0013954723441433631
Heather McGhee,9,0.0,0.0013954723441433631
Haney-López,9,0.0,0.0013954723441433631
Loretta,29,0.0,0.004180767059597283
Across Podesta,29,0.0,0.004180767059597283
Dan Schwerin,56,3.849995786259044e-06,0.006832867845680762
Haberman,29,0.0,0.004180767059597283
Grunwald,29,0.0,0.004180767059597283
Tom Nides,29,0.0,0.004180767059597283
Robby,29,0.0,0.004180767059597283
Rosalind Helderman,64,5.255561121438534e-06,0.007418542052781382
Rapunzel,7,0.0,0.0020231010505651413
Ariel,7,0.0,0.0020231010505651413
Sanderistas,7,0.0,0.0020231010505651413
Social,5,0.0,0.0004172516363886554
Mosul,23,3.8919797721345555e-06,0.0012666695071712115
Keane,8,0.0,0.001088690344628563
John Paulson,27,0.0,0.0038437288679461982
Steve Roth,27,0.0,0.0038437288679461982
Andy Beal,27,0.0,0.0038437288679461982
Stephen Feinberg,27,0.0,0.0038437288679461982
Harold Hamm,29,0.0,0.003857249310853163
Howard Lorber,27,0.0,0.0038437288679461982
Peter Navarro,46,7.500579267653772e-06,0.005614506812630647
David Malpass,27,0.0,0.0038437288679461982
Greg Mankiw,27,0.0,0.0038437288679461982
Glenn Hubbard,27,0.0,0.0038437288679461982
Dan DiMicco,27,0.0,0.0038437288679461982
DiMicco,29,0.0,0.003857249310853163
Hamm,29,0.0,0.003857249310853163
Bob Bauer,17,0.0,0.0031585355566729305
Only Donald Trump,18,9.35416472338022e-09,0.0044525075932143
Jeter-esque,16,0.0,0.004120643453869491
Spike Lee,39,3.0133187771181804e-06,0.005786498043858227
Nick Gillespie,25,1.1531805412588779e-05,0.0038517989367564064
I.,10,3.649285168123832e-08,0.002606630339644277
Ethan Hunt,8,0.0,0.0029898325085664177
Destroy The Donald,7,0.0,0.0020745777425253574
Tim Kaine's,6,0.0,0.0005853337706735422
Paul Detrick,16,3.3408649280891607e-06,0.0010692650772063269
Joshua Swain,6,0.0,0.0005853337706735422
John King,20,0.0,0.0034225665684032764
Rupert Murdoch,70,1.3595076055692497e-05,0.008789547423584005
Herman Cain’s,20,0.0,0.0034225665684032764
Langer,14,0.0,0.004599346535827701
Communications Kristine Coratti Kelly,9,0.0,0.0018392732653826683
David Farenthold,9,0.0,0.0018392732653826683
Thomas Burr,9,0.0,0.0018392732653826683
William J. Brennan Jr.,31,0.0,0.0031263850428561073
Paul Stevens,31,0.0,0.0031263850428561073
Lewis Powell,31,0.0,0.0031263850428561073
Dwight D. Eisenhower,31,0.0,0.0031263850428561073
William Brennan Jr.,31,0.0,0.0031263850428561073
Henry J. Friendly,31,0.0,0.0031263850428561073
Marion Barry,31,0.0,0.0031263850428561073
Timothy McVeigh,31,0.0,0.0031263850428561073
Terry Nichols,31,0.0,0.0031263850428561073
Pat Roberts,40,5.721170317182686e-06,0.003526254881087537
Dayton,25,0.0,0.005714122454979524
Phil Plummer,25,0.0,0.005714122454979524
Thomas Dimassimo,25,0.0,0.005714122454979524
Paul D. Wolfowitz,31,0.0,0.004707584176486951
Belinda Schlueter,31,0.0,0.004707584176486951
Michèle Flournoy,31,0.0,0.004707584176486951
Richard Fontaine,31,0.0,0.004707584176486951
Flournoy,31,0.0,0.004707584176486951
Carl Owens,31,0.0,0.004707584176486951
Owens,47,1.880090976981196e-05,0.005101394544859911
Ballpark,15,0.0,0.004066063619740574
Dieter Reiter,8,0.0,0.0008949871692977351
Stephan Bauman,8,0.0,0.0008949871692977351
Thomas de Maiziere,8,0.0,0.0008949871692977351
De Maiziere's,8,0.0,0.0008949871692977351
al Qeada's,8,0.0,0.0008949871692977351
John Knowles,22,0.0,0.0005333391583724987
Jay Nixon,47,4.25047317398677e-05,0.0019004742159883
Jeff Roorda,22,0.0,0.0005333391583724987
Roorda,22,0.0,0.0005333391583724987
Ronald Brockmeyer,22,0.0,0.0005333391583724987
John Shaw,22,0.0,0.0005333391583724987
Al Eickhoff,22,0.0,0.0005333391583724987
DeRay McKesson,22,0.0,0.0005333391583724987
Heather De Mian,22,0.0,0.0005333391583724987
De Mian,24,0.0,0.0005352161547068532
Checkpoint Charlie,3,0.0,4.4529109099319965e-05
Charle Hebdo,3,0.0,4.4529109099319965e-05
Alexander Gauland,3,0.0,4.4529109099319965e-05
Charles Barkley,6,0.0,0.0012457989472376893
Pat Haden,6,0.0,0.0012457989472376893
Jacques Chirac,33,8.074934996230494e-06,0.004792743865546146
Rosemary Fei,3,0.0,0.0006835268363205388
Fei,3,0.0,0.0006835268363205388
Bill Cassidy,10,0.0,0.0025133024480912666
Bill’s,36,8.057894217942817e-06,0.004676329803831016
Robert A. Heinlein,10,0.0,0.001577671671947159
Marcel Lazar,10,0.0,0.001577671671947159
Will Hillary Clinton,10,0.0,0.001577671671947159
Zinger,5,0.0,0.0025006495966638405
George P. Bush,2,0.0,0.000702212334891912
Ezra Dolezal,14,0.0,0.00012633969525061348
Lawrence Dolezal,12,0.0,0.00012589650409500848
Ruthanne Schertel,12,0.0,0.00012589650409500848
Larry,55,0.00019753978773045348,0.0068769763350938875
Ruthanne,14,0.0,0.00012633969525061348
Ruthanne Dolezal,12,0.0,0.00012589650409500848
J. Eric Kowalczyk,18,0.0,0.00017956562127798164
Dick Gregory,18,0.0,0.00017956562127798164
Captain Kowalczyk,18,0.0,0.00017956562127798164
Police,18,0.0,0.00017956562127798164
Robert C. Marshall Recreation Center,18,0.0,0.00017956562127798164
Pratt Library,18,0.0,0.00017956562127798164
Jamal H. Bryant,18,0.0,0.00017956562127798164
Bryant,18,0.0,0.00017956562127798164
Keiffer Mitchell,18,0.0,0.00017956562127798164
Doug Mataconis,18,0.0,0.00017956562127798164
Adam Laxalt,14,0.0,0.0024316452397490497
Donnie Wahlberg,14,0.0,0.0024316452397490497
Wahlberg,14,0.0,0.0024316452397490497
Rick Harrison,14,0.0,0.0024316452397490497
Chuck Laudner,44,0.0,0.004492855439049403
Hoyt Sherman,44,0.0,0.004492855439049403
Iowa,44,0.0,0.004492855439049403
Cub Scouts,44,0.0,0.004492855439049403
Tana Goertz,67,5.591843381401851e-06,0.007817780522930353
Bedazzler,44,0.0,0.004492855439049403
Goertz,67,5.591843381401851e-06,0.007817780522930353
Bryan English,65,3.6137412221107322e-06,0.007007726956226985
Sun Tzu,44,0.0,0.004492855439049403
Carl von Clausewitz,44,0.0,0.004492855439049403
Carol,44,0.0,0.004492855439049403
Pete Click,44,0.0,0.004492855439049403
Pete,54,7.3459731008850816e-06,0.007321265518508874
Hillary T-shirt,11,0.0,0.0030493785992638666
George Orwell,68,9.772145708400246e-05,0.006408978699441881
Ed Perlmutter,11,0.0,0.0030493785992638666
Qaddafi,46,2.2852571078902713e-06,0.005928542024259059
"Kathleen Troia """,8,0.0,0.001544836497555495
Seddique Matteen,8,0.0,0.00023114953480761697
Steve Berman,8,0.0,0.00023114953480761697
Peter Tibbetts,7,0.0,0.0016557631005787593
Tibbetts,7,0.0,0.0016557631005787593
Patty Mapa,28,0.0,0.005342037005816457
Mapa,30,0.0,0.005360827838927423
Margot McKee,28,0.0,0.005342037005816457
Val DiGiorgio,28,0.0,0.005342037005816457
Katie McGinty,166,2.5651352124336734e-05,0.01790691011629346
G. Terry Madonna,46,1.0359147991289247e-06,0.008037691285578524
Dan Truitt,28,0.0,0.005342037005816457
Linda Ives,28,0.0,0.005342037005816457
Ruy Teixeira,28,0.0,0.005342037005816457
Lisa Cromley,28,0.0,0.005342037005816457
Cromley,28,0.0,0.005342037005816457
Michael Bloomberg’s Everytown,10,0.0,0.0006969971256510288
Randall,10,0.0,0.0006969971256510288
Newtown,30,2.4904860623024754e-05,0.0011529747233139
John R. Lott,22,0.00010390920393235669,0.003530390512965624
Twitter@johnrlottjr,22,0.00010390920393235669,0.003530390512965624
H&R Block,1,0.0,0.0003646775384734347
Audino,10,0.0,0.0006367855614163155
Matthew VanDyke,10,0.0,0.0006367855614163155
Michael Gunter,10,0.0,0.0006367855614163155
Gabbard,62,8.144718982452377e-05,0.008499944114817522
John Hulsman,5,0.0,0.0005402032398794878
K. Shanmugam,5,0.0,0.0005402032398794878
Shanmugam,5,0.0,0.0005402032398794878
Hulsman,5,0.0,0.0005402032398794878
Attack Killed,30,0.0,0.0008590910346123687
Market Gunman,30,0.0,0.0008590910346123687
Harith al-Nadhari,30,0.0,0.0008590910346123687
Kouachi,55,1.8723848399246008e-05,0.0013415203922477262
Sarah-Lou Cohen,30,0.0,0.0008590910346123687
Sirens,30,0.0,0.0008590910346123687
Dina Temple-Raston,30,0.0,0.0008590910346123687
At Scene,30,0.0,0.0008590910346123687
Chérif,30,0.0,0.0008590910346123687
Justin Paulson,9,0.0,0.0006390860206029851
William Darity Jr.,9,0.0,0.0006390860206029851
Perlstein,11,0.0,0.0006413345134340404
Bibi,25,2.99837809751238e-05,0.0037259705443152395
Added King,11,0.0,0.0006304545703435752
Lino Graglia,11,0.0,0.0006304545703435752
Zoe Lofgren,11,0.0,0.0006304545703435752
Lofgren,11,0.0,0.0006304545703435752
D-Ill.,11,0.0,0.0006304545703435752
Lamar Smith,30,7.608310126759209e-05,0.0024450573560101403
Emmanuel Saez,34,5.0344745931784185e-06,0.004853390633411807
Saez,21,0.0,0.0033178562224029998
gunman armed,21,0.0,0.0033178562224029998
Mohammad Youssef Abdul­azeez,21,0.0,0.0033178562224029998
Ray Mabus,21,0.0,0.0033178562224029998
Jose Inez Garcia Zarate,3,0.0,1.7031022554928415e-05
Juan Jose Dominguez-De La Parra,3,0.0,1.7031022554928415e-05
Sumter,7,0.0,0.002006657779079129
Ben Jealous,7,0.0,0.002006657779079129
Tom Donohue,7,0.0,0.002006657779079129
Patty,27,2.930987939180165e-06,0.00430682597947834
Thomas Bouwsma,17,0.0,0.0027401616827369937
Bouwsma,17,0.0,0.0027401616827369937
Carsonto Detroit,17,0.0,0.0027401616827369937
Bouwsma ,17,0.0,0.0027401616827369937
Watts,19,1.7023462629152773e-07,0.0032121810779081566
Mary Buerger,17,0.0,0.0027401616827369937
Buerger,19,0.0,0.0027498000810986267
Elijah Wilkerson,12,0.0,7.104945554056094e-05
Kagan Wagner,12,0.0,7.104945554056094e-05
Scott] Schraeder,12,0.0,7.104945554056094e-05
Schraeder,14,0.0,7.129956486619221e-05
Hixson,12,0.0,7.104945554056094e-05
Youssef,12,0.0,7.104945554056094e-05
Jenny Tananbaum,5,0.0,0.0021344319287749727
Michael T. Slager,11,0.0,0.00020410064323580392
Eddie Driggers,21,2.0839686992374516e-06,0.00025050842589567244
Walter Scott's,11,0.0,0.00020410064323580392
Justin Bamberg,27,5.4650791544564316e-05,0.0036107922271132677
L. Chris Stewart,11,0.0,0.00020410064323580392
Bamberg,13,0.0,0.00020481906571353427
the Ayatollah of,16,0.0,0.004287435589264265
Noelle Velentzas,3,0.0,9.511508574739313e-05
Velentzas,5,0.0,9.544981661047342e-05
Yo,3,0.0,9.511508574739313e-05
Patsy Cline,82,1.7123769361500651e-06,0.012468555649934192
Johnny Cash,34,0.0,0.007756193749791936
Ted Sturgill,34,0.0,0.007756193749791936
Jeff Kaufmann,59,1.6258650420369258e-06,0.011139495928452118
Nakamura,34,0.0,0.007756193749791936
Robert Dillon,15,0.0,0.001685698715528716
Bob Deans,15,0.0,0.001685698715528716
Daniel Schulman,10,0.0,0.0004562369276509832
Bob Schieffer,10,0.0,0.0004562369276509832
Schieffer,10,0.0,0.0004562369276509832
Cliven Bundy,26,1.690835282433575e-05,0.0006951692678455231
Bijan Namdar Zanganeh,7,0.0,5.464607354314347e-24
Roknoddin Javadi,7,0.0,5.464607354314347e-24
Seyed Mehdi Hosseini,7,0.0,5.464607354314347e-24
Hosseini,9,0.0,6.2157646789733e-24
Talin Mansourian,7,0.0,5.464607354314347e-24
Mansourian,9,0.0,6.2157646789733e-24
Patrick Pouyanne,7,0.0,5.464607354314347e-24
Seyed Mostafa Zeynoddin,7,0.0,5.464607354314347e-24
Greg Mullen,52,7.096192919706854e-06,0.0018129834519894496
Joey Meek,9,0.0,0.0008304609110687097
Meek,9,0.0,0.0008304609110687097
Kimberly Konzny,9,0.0,0.0008304609110687097
Xbox,9,0.0,0.0008304609110687097
Cornell Brooks,17,1.7506762878474233e-05,0.0010462758164311355
Patricia,40,0.0,0.0016260323471572503
Bach,42,0.0,0.00163175363022224
Gore Vidal,40,0.0,0.0016260323471572503
Salerno,40,0.0,0.0016260323471572503
Robert Gordon,40,0.0,0.0016260323471572503
Gordon,47,7.34058184150782e-05,0.00166549689696014
the “Marie Antoinette,40,0.0,0.0016260323471572503
Myra Breckinridge,40,0.0,0.0016260323471572503
Vidal,46,2.554829476144566e-05,0.002095706839569756
Queen Mary,40,0.0,0.0016260323471572503
Sam Tanenhaus,40,0.0,0.0016260323471572503
Milton Friedman,107,8.42840481563465e-05,0.006082459500902266
Friedrich Hayek,40,0.0,0.0016260323471572503
Saul Alinsky,45,2.5289708317240816e-05,0.0016901173122100628
Christopher Hitchens,40,0.0,0.0016260323471572503
John Kenneth Galbraith,40,0.0,0.0016260323471572503
Hitchens,40,0.0,0.0016260323471572503
Galbraith,40,0.0,0.0016260323471572503
Murray Kempton,40,0.0,0.0016260323471572503
Norman Mailer,40,0.0,0.0016260323471572503
Kevin Schultz,40,0.0,0.0016260323471572503
Mailer,40,0.0,0.0016260323471572503
Plato,40,0.0,0.0016260323471572503
blather,40,0.0,0.0016260323471572503
Iourii Manovskii,7,0.0,0.0004337273864873604
Marcus Hagedorn,7,0.0,0.0004337273864873604
Kurt Mitman,7,0.0,0.0004337273864873604
Charlie Walker,7,0.0,0.0004337273864873604
Brian Krueger,7,0.0,0.0004337273864873604
Joshua DuBois,18,0.0,0.0015990282717893434
DuBois,18,0.0,0.0015990282717893434
George Zimmerman,25,6.07396125103674e-05,0.0017224318180424473
Jeremiah A. Wright,18,0.0,0.0015990282717893434
Mohammad Mossadegh,18,0.0,0.0015990282717893434
Michelle Boorstein,18,0.0,0.0015990282717893434
Kelly Armstrong,24,0.0,0.002828236896470532
Committeeman,24,0.0,0.002828236896470532
Sandy Boehler,24,0.0,0.002828236896470532
Jack Dalrymple,33,2.4048398305628884e-05,0.0032047308436138648
Lady Betsy Dalrymple,24,0.0,0.002828236896470532
Wayne Stenehjem,24,0.0,0.002828236896470532
Rick Becker,24,0.0,0.002828236896470532
@johnkasich,24,0.0,0.002828236896470532
Haugland,29,1.0383137918285427e-06,0.003833301959333122
Ed Schafer,24,0.0,0.002828236896470532
Kevin Cramer,28,2.1791566418426864e-06,0.0031389980314723725
Cramer,26,0.0,0.0028381854834785866
Jerry Crawford,58,3.7343559195390883e-06,0.00860401055876792
Larry Grisolano,39,0.0,0.006561497815112439
Grisolano,39,0.0,0.006561497815112439
Goldford,39,0.0,0.006561497815112439
David Yepsen,59,2.81791897507422e-06,0.008907660846930395
Savvy Iowans,39,0.0,0.006561497815112439
Tom Whitney,39,0.0,0.006561497815112439
Crawford,39,0.0,0.006561497815112439
Eric Woolson,39,0.0,0.006561497815112439
Yepsen,39,0.0,0.006561497815112439
Carl Cannon,16,0.0,0.004145832662808517
Mike Barone,16,0.0,0.004145832662808517
Thomas Frank,16,0.0,0.004145832662808517
Ross Perot's,32,7.771108041990513e-07,0.00525921233372509
Phil Ochs's,20,0.0,0.0036987987972630066
Affiliates,20,0.0,0.0036987987972630066
Newt Gingrich’s,14,0.0,0.0034138927072478098
Jeffrey Engel,14,0.0,0.0034138927072478098
Engel,16,0.0,0.0034258997789309927
Brian Rosenwald,16,0.0,0.0034258997789309927
Madden,47,3.8189958275969294e-05,0.0041442891721219415
Rosenwald,14,0.0,0.0034138927072478098
Genius,4,0.0,0.0011864868190419949
Saddam Hussan,8,0.0,0.0018204268260340589
Muammar Gaddagi,8,0.0,0.0018204268260340589
Mosques,8,0.0,0.0018204268260340589
Bin Laden,43,7.788362664231021e-05,0.006231146520313269
David Sterman,8,0.0,1.2391221198529378e-05
Mohammad Youssuf Abdulazeez,8,0.0,1.2391221198529378e-05
Bill Killian,8,0.0,1.2391221198529378e-05
Bledsoe,8,0.0,1.2391221198529378e-05
Duane Reasoner Jr.,8,0.0,1.2391221198529378e-05
Aaron Alexis,8,0.0,1.2391221198529378e-05
Elissa Slotkin,34,1.2973460502452314e-05,0.0020429289359662327
"Hillary

 ",64,0.0,0.007571302899152904
Lizard,64,0.0,0.007571302899152904
Richard Nugent,64,0.0,0.007571302899152904
Scott Garrett,81,7.53854317171415e-06,0.009535521704650513
AK-47s,64,0.0,0.007571302899152904
Comet Lovejoy,64,0.0,0.007571302899152904
Terry Lovejoy,64,0.0,0.007571302899152904
American Dreams,64,0.0,0.007571302899152904
Pro Tem,64,0.0,0.007571302899152904
David Long,72,6.783969637543545e-05,0.007708423096416608
Fort Wayne,64,0.0,0.007571302899152904
"RALLY LABOR ALLIES

 ",64,0.0,0.007571302899152904
Sun Sentinel,64,0.0,0.007571302899152904
Benjamin Siegel,64,0.0,0.007571302899152904
Edward Archbold,64,0.0,0.007571302899152904
Ken Padowitz,64,0.0,0.007571302899152904
Dominican bachata,13,0.0,0.004404615417916206
Jay Jacobs,28,8.442934519786586e-07,0.006981925933527528
Mother Teresa,15,1.7938641415358235e-05,0.002525799063311855
Tony Abbott,3,0.0,0.0001033440410933894
Luis Buñuel,23,0.0,0.005556838051185829
Ammon,18,0.0,0.00024221911290073903
Ammon Bundy's,16,0.0,0.00024136988795225948
Cliven Bundy's,18,0.0,0.00024221911290073903
Jon Ritzheimer,18,0.0,0.00024221911290073903
Blaine Cooper,16,0.0,0.00024136988795225948
Ryan Payne,16,0.0,0.00024136988795225948
Dwight,18,0.0,0.00024221911290073903
Steven Hammond,16,0.0,0.00024136988795225948
Dwight Hammond,16,0.0,0.00024136988795225948
Zaitz,16,0.0,0.00024136988795225948
Hammonds,18,0.0,0.00024221911290073903
Orrin G. Hatch,72,2.4245906858595988e-05,0.00998220731492808
Bill Owens,23,0.0,0.0054402061016320625
Charlie Pelton,23,0.0,0.0054402061016320625
C. Boyden Gray,23,0.0,0.0054402061016320625
Richard B. Cheney,88,5.668012996349042e-06,0.012359414762104833
joked,23,0.0,0.0054402061016320625
David L. Bunning,30,0.0,0.000550772046727199
Bunning,52,4.286422341779109e-05,0.002072260118496621
David Bunning,58,5.128325299475044e-05,0.0021689283475393685
William Smith Jr.,37,3.255790319546824e-06,0.000642293151063516
Mike Long,30,0.0,0.000550772046727199
Karen Roberts,30,0.0,0.000550772046727199
Nathan Davis,30,0.0,0.000550772046727199
Tim Long,30,0.0,0.000550772046727199
Staver,30,0.0,0.000550772046727199
"Martin Luther King, Jr.",30,0.0,0.000550772046727199
Jan Huss,30,0.0,0.000550772046727199
John Bunyan,30,0.0,0.000550772046727199
Dietrich Bonhoeffer,30,0.0,0.000550772046727199
Grayson,46,2.7646549201086304e-05,0.0016016432487373205
Larimer,30,0.0,0.000550772046727199
Lynch,24,0.0,0.002331726572521567
Igor Sutyagin,7,0.0,0.0008617042857539721
Michael Bowers,7,0.0,0.0008617042857539721
Kelly O’Donnell,26,0.0,0.004943533046324574
Jonathan Alter,26,0.0,0.004943533046324574
Liberty,26,0.0,0.004943533046324574
Nixia Mena-Alexis,9,0.0,4.941911349907349e-05
Fitzgerald,9,0.0,4.941911349907349e-05
